state,county,Biden,Trump
Georgia,Twiggs,"2,044","2,370"
Georgia,Union,"2,800","12,650"
Georgia,Upson,"4,203","8,606"
Georgia,Walker,"5,770","23,173"
Georgia,Walton,"12,683","37,839"
Georgia,Ware,"4,169","9,903"
Georgia,Warren,"1,468","1,166"
Georgia,Washington,"4,743","4,668"
Georgia,Wayne,"2,688","9,987"
Georgia,Webster,640,748
Georgia,Wheeler,689,"1,583"
Georgia,White,"2,411","12,222"
Georgia,Whitfield,"10,680","25,644"
Georgia,Wilcox,861,"2,402"
Georgia,Wilkes,"2,160","2,823"
Georgia,Wilkinson,"2,074","2,665"
Georgia,Worth,"2,395","6,830"
Hawaii,Hawaii,"58,731","26,897"
Hawaii,Honolulu,"238,869","136,259"
Hawaii,Kauai,"21,225","11,582"
Hawaii,Maui,"47,305","22,126"
Idaho,Ada,"120,539","130,699"
Idaho,Adams,591,"1,941"
Idaho,Bannock,"14,682","23,331"
Idaho,Bear Lake,350,"2,914"
Idaho,Benewah,977,"3,878"
Idaho,Bingham,"4,124","15,295"
Idaho,Blaine,"8,919","4,031"
Idaho,Boise,"1,204","3,485"
Idaho,Bonner,"8,310","18,369"
Idaho,Bonneville,"14,254","37,805"
Idaho,Boundary,"1,220","4,937"
Idaho,Butte,188,"1,202"
Idaho,Camas,149,507
Idaho,Canyon,"25,881","61,759"
Idaho,Caribou,431,"2,906"
Idaho,Cassia,"1,464","7,907"
Idaho,Clark,41,264
Idaho,Clearwater,877,"3,453"
Idaho,Custer,603,"2,089"
Idaho,Elmore,"2,601","7,246"
Idaho,Franklin,657,"5,845"
Idaho,Fremont,998,"5,548"
Idaho,Gem,"1,803","7,951"
Idaho,Gooding,"1,256","4,659"
Idaho,Idaho County,"1,561","7,826"
Idaho,Jefferson,"1,661","12,099"
Idaho,Jerome,"1,893","5,734"
Idaho,Kootenai,"24,312","62,837"
Idaho,Latah,"10,236","9,472"
Idaho,Lemhi,"1,032","3,592"
Idaho,Lewis,349,"1,489"
Idaho,Lincoln,414,"1,469"
Idaho,Madison,"2,666","13,559"
Idaho,Minidoka,"1,550","6,265"
Idaho,Nez Perce,"6,686","13,738"
Idaho,Oneida,249,"2,148"
Idaho,Owyhee,816,"3,819"
Idaho,Payette,"2,161","8,862"
Idaho,Power,865,"2,116"
Idaho,Shoshone,"1,693","4,216"
Idaho,Teton,"3,318","2,858"
Idaho,Twin Falls,"9,391","25,897"
Idaho,Valley,"2,976","3,947"
Idaho,Washington,"1,073","4,154"
Illinois,Adams,"8,633","24,220"
Illinois,Alexander,"1,114","1,486"
Illinois,Bond,"2,288","5,625"
Illinois,Boone,"10,542","13,883"
Illinois,Brown,486,"1,931"
Illinois,Bureau,"6,669","10,411"
Illinois,Calhoun,677,"2,046"
Illinois,Carroll,"2,748","5,105"
Illinois,Cass,"1,615","3,625"
Illinois,Champaign,"57,067","35,285"
Illinois,Christian,"4,335","11,563"
Illinois,Clark,"1,993","6,226"
Illinois,Clay,"1,129","5,629"
Illinois,Clinton,"4,493","14,304"
Illinois,Coles,"8,067","14,037"
Illinois,Cook,"1,725,973","558,269"
Illinois,Crawford,"2,202","7,043"
Illinois,Cumberland,"1,142","4,601"
Illinois,DeKalb,"24,643","21,905"
Illinois,DeWitt,"2,191","5,632"
Illinois,Douglas,"2,335","6,227"
Illinois,DuPage,"281,222","193,611"
Illinois,Edgar,"1,887","6,193"
Illinois,Edwards,488,"2,833"
Illinois,Effingham,"3,716","15,006"
Illinois,Fayette,"1,826","8,055"
Illinois,Ford,"1,754","5,048"
Illinois,Franklin,"4,760","13,622"
Illinois,Fulton,"6,503","9,867"
Illinois,Gallatin,621,"2,019"
Illinois,Greene,"1,349","4,770"
Illinois,Grundy,"9,626","16,523"
Illinois,Hamilton,824,"3,432"
Illinois,Hancock,"2,315","6,906"
Illinois,Hardin,449,"1,691"
Illinois,Henderson,"1,187","2,394"
Illinois,Henry,"9,797","15,300"
Illinois,Iroquois,"2,908","10,877"
Illinois,Jackson,"11,181","10,890"
Illinois,Jasper,"1,007","4,494"
Illinois,Jefferson,"4,608","12,476"
Illinois,Jersey,"2,961","8,712"
Illinois,JoDaviess,"5,109","7,166"
Illinois,Johnson,"1,281","5,059"
Illinois,Kane,"130,166","96,775"
Illinois,Kankakee,"20,271","28,532"
Illinois,Kendall,"33,168","29,492"
Illinois,Knox,"10,703","12,009"
Illinois,Lake,"204,032","123,594"
Illinois,LaSalle,"22,442","30,113"
Illinois,Lawrence,"1,419","4,886"
Illinois,Lee,"6,407","9,630"
Illinois,Livingston,"4,615","12,208"
Illinois,Logan,"3,840","9,136"
Illinois,Macon,"19,847","28,589"
Illinois,Macoupin,"7,365","16,153"
Illinois,Madison,"57,836","76,031"
Illinois,Marion,"4,524","12,678"
Illinois,Marshall,"2,005","4,197"
Illinois,Mason,"1,985","4,654"
Illinois,Massac,"1,725","4,997"
Illinois,McDonough,"4,973","7,009"
Illinois,McHenry,"78,153","82,257"
Illinois,McLean,"43,719","40,365"
Illinois,Menard,"2,022","4,764"
Illinois,Mercer,"3,280","5,418"
Illinois,Monroe,"6,569","14,142"
Illinois,Montgomery,"3,905","9,544"
Illinois,Morgan,"5,076","9,950"
Illinois,Moultrie,"1,662","4,964"
Illinois,Ogle,"9,428","16,248"
Illinois,Peoria,"43,578","38,252"
Illinois,Perry,"2,612","7,313"
Illinois,Piatt,"3,329","6,248"
Illinois,Pike,"1,484","6,332"
Illinois,Pope,433,"1,722"
Illinois,Pulaski,891,"1,699"
Illinois,Putnam,"1,338","1,993"
Illinois,Randolph,"3,592","11,076"
Illinois,Richland,"1,830","6,089"
Illinois,Rock Island,"36,691","28,603"
Illinois,Saline,"2,789","8,103"
Illinois,Sangamon,"48,917","53,485"
Illinois,Schuyler,"1,068","2,773"
Illinois,Scott,572,"2,114"
Illinois,Shelby,"2,504","9,426"
Illinois,St. Clair,"68,325","57,150"
Illinois,Stark,815,"2,004"
Illinois,Stephenson,"9,055","12,521"
Illinois,Tazewell,"24,819","42,513"
Illinois,Union,"2,579","6,161"
Illinois,Vermilion,"10,323","20,725"
Illinois,Wabash,"1,253","4,237"
Illinois,Warren,"3,090","4,676"
Illinois,Washington,"1,641","6,115"
Illinois,Wayne,"1,187","7,176"
Illinois,White,"1,517","5,791"
Illinois,Whiteside,"12,253","14,527"
Illinois,Will,"183,915","155,116"
Illinois,Williamson,"10,206","22,801"
Illinois,Winnebago,"64,056","60,861"
Illinois,Woodford,"6,160","14,799"
Indiana,Adams,"3,236","10,686"
Indiana,Allen,"73,189","92,083"
Indiana,Bartholomew,"12,934","22,410"
Indiana,Benton,"1,009","3,007"
Indiana,Blackford,"1,376","3,841"
Indiana,Boone,"15,244","22,351"
Indiana,Brown,"3,036","5,777"
Indiana,Carroll,"2,224","7,086"
Indiana,Cass,"4,304","10,552"
Indiana,Clark,"23,093","33,668"
Indiana,Clay,"2,552","9,499"
Indiana,Clinton,"3,361","9,334"
Indiana,Crawford,"1,355","3,483"
Indiana,Daviess,"2,169","9,576"
Indiana,Dearborn,"5,446","19,528"
Indiana,Decatur,"2,439","9,575"
Indiana,DeKalb,"4,966","14,237"
Indiana,Delaware,"20,474","26,827"
Indiana,Dubois,"6,292","15,033"
Indiana,Elkhart,"26,108","46,972"
Indiana,Fayette,"2,237","7,755"
Indiana,Floyd,"17,511","23,400"
Indiana,Fountain,"1,629","6,154"
Indiana,Franklin,"2,137","9,691"
Indiana,Fulton,"2,280","6,694"
Indiana,Gibson,"4,023","11,817"
Indiana,Grant,"8,015","18,543"
Indiana,Greene,"3,389","11,103"
Indiana,Hamilton,"88,390","101,587"
Indiana,Hancock,"12,895","28,996"
Indiana,Harrison,"5,343","14,565"
Indiana,Hendricks,"32,604","53,802"
Indiana,Henry,"5,544","15,043"
Indiana,Howard,"13,303","26,449"
Indiana,Huntington,"4,255","13,147"
Indiana,Jackson,"4,302","14,555"
Indiana,Jasper,"3,798","11,383"
Indiana,Jay,"1,926","6,361"
Indiana,Jefferson,"4,731","9,663"
Indiana,Jennings,"2,523","9,490"
Indiana,Johnson,"24,736","51,219"
Indiana,Knox,"4,067","11,655"
Indiana,Kosciusko,"8,364","26,499"
Indiana,LaGrange,"2,355","8,110"
Indiana,Lake,"124,870","91,760"
Indiana,LaPorte,"22,427","25,997"
Indiana,Lawrence,"4,961","15,601"
Indiana,Madison,"19,524","31,215"
Indiana,Marion,"247,772","134,175"
Indiana,Marshall,"5,712","13,844"
Indiana,Martin,"1,011","4,029"
Indiana,Miami,"3,235","10,925"
Indiana,Monroe,"39,861","22,071"
Indiana,Montgomery,"4,213","12,659"
Indiana,Morgan,"7,781","27,512"
Indiana,Newton,"1,509","4,942"
Indiana,Noble,"4,660","14,195"
Indiana,Ohio,750,"2,392"
Indiana,Orange,"2,224","6,432"
Indiana,Owen,"2,420","7,286"
Indiana,Parke,"1,503","5,398"
Indiana,Perry,"3,203","5,345"
Indiana,Pike,"1,415","4,692"
Indiana,Porter,"39,746","45,008"
Indiana,Posey,"3,811","9,206"
Indiana,Pulaski,"1,463","4,246"
Indiana,Putnam,"3,946","12,278"
Indiana,Randolph,"2,513","8,312"
Indiana,Ripley,"2,774","11,261"
Indiana,Rush,"1,754","6,035"
Indiana,St. Joseph,"59,896","53,164"
Indiana,Scott,"2,698","7,328"
Indiana,Shelby,"5,023","14,568"
Indiana,Spencer,"3,213","7,357"
Indiana,Starke,"2,650","7,466"
Indiana,Steuben,"4,513","11,327"
Indiana,Sullivan,"2,153","6,691"
Indiana,Switzerland,964,"3,133"
Indiana,Tippecanoe,"35,017","34,581"
Indiana,Tipton,"1,834","6,110"
Indiana,Union,736,"2,688"
Indiana,Vanderburgh,"34,415","41,844"
Indiana,Vermillion,"2,145","5,184"
Indiana,Vigo,"18,123","24,545"
Indiana,Wabash,"3,494","10,762"
Indiana,Warren,974,"3,401"
Indiana,Warrick,"11,923","21,326"
Indiana,Washington,"2,784","9,114"
Indiana,Wayne,"9,524","17,567"
Indiana,Wells,"2,928","10,855"
Indiana,White,"3,032","7,957"
Indiana,Whitley,"4,234","12,862"
Iowa,Adair,"1,198","2,917"
Iowa,Adams,590,"1,530"
Iowa,Allamakee,"2,576","4,735"
Iowa,Appanoose,"1,891","4,512"
Iowa,Audubon,"1,071","2,295"
Iowa,Benton,"5,160","9,188"
Iowa,Black Hawk,"35,647","29,640"
Iowa,Boone,"6,303","8,695"
Iowa,Bremer,"5,958","8,294"
Iowa,Buchanan,"4,169","6,420"
Iowa,Buena Vista,"2,961","5,056"
Iowa,Butler,"2,424","5,542"
Iowa,Calhoun,"1,470","3,689"
Iowa,Carroll,"3,454","7,737"
Iowa,Cass,"2,201","4,969"
Iowa,Cedar,"4,337","6,161"
Iowa,Cerro Gordo,"10,941","12,442"
Iowa,Cherokee,"1,936","4,495"
Iowa,Chickasaw,"2,233","4,308"
Iowa,Clarke,"1,466","3,144"
Iowa,Clay,"2,662","6,137"
Iowa,Clayton,"3,340","6,106"
Iowa,Clinton,"10,812","13,361"
Iowa,Crawford,"2,220","4,854"
Iowa,Dallas,"26,879","27,987"
Iowa,Davis,"1,013","3,032"
Iowa,Decatur,"1,120","2,615"
Iowa,Delaware,"3,157","6,666"
Iowa,Des Moines,"8,893","10,592"
Iowa,Dickinson,"3,661","7,438"
Iowa,Dubuque,"25,657","27,214"
Iowa,Emmet,"1,520","3,265"
Iowa,Fayette,"3,835","6,145"
Iowa,Floyd,"3,172","4,732"
Iowa,Franklin,"1,626","3,422"
Iowa,Fremont,"1,080","2,711"
Iowa,Greene,"1,769","3,223"
Iowa,Grundy,"2,206","4,929"
Iowa,Guthrie,"1,985","4,272"
Iowa,Hamilton,"2,843","4,956"
Iowa,Hancock,"1,683","4,390"
Iowa,Hardin,"2,976","5,850"
Iowa,Harrison,"2,440","5,569"
Iowa,Henry,"3,275","6,507"
Iowa,Howard,"1,772","3,127"
Iowa,Humboldt,"1,442","3,819"
Iowa,Ida,917,"2,880"
Iowa,Iowa,"3,547","6,009"
Iowa,Jackson,"4,029","6,940"
Iowa,Jasper,"7,737","12,084"
Iowa,Jefferson,"4,319","4,443"
Iowa,Johnson,"59,177","22,925"
Iowa,Jones,"4,213","6,572"
Iowa,Keokuk,"1,414","3,797"
Iowa,Kossuth,"2,696","6,275"
Iowa,Lee,"6,541","9,773"
Iowa,Linn,"70,874","53,364"
Iowa,Louisa,"1,726","3,500"
Iowa,Lucas,"1,284","3,287"
Iowa,Lyon,"1,067","5,707"
Iowa,Madison,"3,134","6,507"
Iowa,Mahaska,"2,894","8,297"
Iowa,Marion,"6,178","12,663"
Iowa,Marshall,"8,176","9,571"
Iowa,Mills,"2,508","5,585"
Iowa,Mitchell,"2,053","3,677"
Iowa,Monona,"1,407","3,248"
Iowa,Monroe,"1,078","2,975"
Iowa,Montgomery,"1,583","3,659"
Iowa,Muscatine,"9,372","10,823"
Iowa,O'Brien,"1,569","5,861"
Iowa,Osceola,601,"2,690"
Iowa,Page,"2,086","5,319"
Iowa,Palo Alto,"1,519","3,370"
Iowa,Plymouth,"3,494","10,492"
Iowa,Pocahontas,933,"2,826"
Iowa,Polk,"146,250","106,800"
Iowa,Pottawattamie,"18,575","26,247"
Iowa,Poweshiek,"4,306","5,657"
Iowa,Ringgold,709,"1,968"
Iowa,Sac,"1,389","4,061"
Iowa,Scott,"46,926","43,683"
Iowa,Shelby,"1,959","4,697"
Iowa,Sioux,"3,019","15,680"
Iowa,Story,"29,175","20,340"
Iowa,Tama,"3,577","5,303"
Iowa,Taylor,746,"2,463"
Iowa,Union,"2,061","4,010"
Iowa,Van Buren,875,"2,859"
Iowa,Wapello,"5,821","9,516"
Iowa,Warren,"12,574","17,782"
Iowa,Washington,"4,561","6,971"
Iowa,Wayne,727,"2,338"
Iowa,Webster,"6,613","10,938"
Iowa,Winnebago,"2,135","3,707"
Iowa,Winneshiek,"5,617","6,235"
Iowa,Woodbury,"18,704","25,736"
Iowa,Worth,"1,596","2,738"
Iowa,Wright,"1,996","4,136"
Kansas,Allen,"1,559","4,155"
Kansas,Anderson,765,"2,874"
Kansas,Atchison,"2,314","4,826"
Kansas,Barber,284,"1,992"
Kansas,Barton,"2,302","8,480"
Kansas,Bourbon,"1,505","4,910"
Kansas,Brown,"1,088","3,206"
Kansas,Butler,"9,003","22,250"
Kansas,Chase,341,"1,114"
Kansas,Chautauqua,212,"1,397"
Kansas,Cherokee,"2,163","6,622"
Kansas,Cheyenne,220,"1,158"
Kansas,Clark,143,885
Kansas,Clay,883,"3,129"
Kansas,Cloud,893,"3,182"
Kansas,Coffey,928,"3,407"
Kansas,Comanche,126,745
Kansas,Cowley,"4,171","9,442"
Kansas,Crawford,"6,179","10,045"
Kansas,Decatur,208,"1,232"
Kansas,Dickinson,"2,040","7,045"
Kansas,Doniphan,678,"2,949"
Kansas,Douglas,"39,436","16,737"
Kansas,Edwards,267,"1,127"
Kansas,Elk,191,"1,130"
Kansas,Ellis,"3,633","9,569"
Kansas,Ellsworth,646,"2,106"
Kansas,Finney,"4,155","7,079"
Kansas,Ford,"2,926","5,763"
Kansas,Franklin,"3,623","8,326"
Kansas,Geary,"3,825","5,193"
Kansas,Gove,163,"1,256"
Kansas,Graham,222,"1,052"
Kansas,Grant,497,"1,910"
Kansas,Gray,337,"1,871"
Kansas,Greeley,77,537
Kansas,Greenwood,562,"2,404"
Kansas,Hamilton,134,684
Kansas,Harper,453,"2,128"
Kansas,Harvey,"6,652","10,015"
Kansas,Haskell,261,"1,103"
Kansas,Hodgeman,151,866
Kansas,Jackson,"1,852","4,435"
Kansas,Jefferson,"3,106","6,193"
Kansas,Jewell,211,"1,369"
Kansas,Johnson,"184,259","155,631"
Kansas,Kearny,255,"1,134"
Kansas,Kingman,745,"3,102"
Kansas,Kiowa,153,957
Kansas,Labette,"2,607","5,639"
Kansas,Lane,114,757
Kansas,Leavenworth,"13,753","21,378"
Kansas,Lincoln,266,"1,273"
Kansas,Linn,863,"3,940"
Kansas,Logan,185,"1,231"
Kansas,Lyon,"5,878","7,381"
Kansas,McPherson,"3,977","9,562"
Kansas,Marion,"1,463","4,377"
Kansas,Marshall,"1,239","3,662"
Kansas,Meade,261,"1,508"
Kansas,Miami,"5,133","12,116"
Kansas,Mitchell,547,"2,454"
Kansas,Montgomery,"3,147","9,768"
Kansas,Morris,721,"2,085"
Kansas,Morton,147,"1,004"
Kansas,Nemaha,920,"4,612"
Kansas,Neosho,"1,727","4,795"
Kansas,Ness,147,"1,315"
Kansas,Norton,361,"1,977"
Kansas,Osage,"2,099","5,591"
Kansas,Osborne,275,"1,590"
Kansas,Ottawa,504,"2,581"
Kansas,Pawnee,635,"2,028"
Kansas,Phillips,318,"2,388"
Kansas,Pottawatomie,"3,257","9,247"
Kansas,Pratt,924,"3,087"
Kansas,Rawlins,214,"1,253"
Kansas,Reno,"8,602","17,948"
Kansas,Republic,420,"2,172"
Kansas,Rice,953,"3,187"
Kansas,Riley,"11,940","11,174"
Kansas,Rooks,332,"2,294"
Kansas,Rush,291,"1,425"
Kansas,Russell,591,"2,765"
Kansas,Saline,"8,022","15,313"
Kansas,Scott,290,"1,991"
Kansas,Sedgwick,"90,820","117,653"
Kansas,Seward,"1,736","3,285"
Kansas,Shawnee,"43,015","40,443"
Kansas,Sheridan,144,"1,237"
Kansas,Sherman,386,"2,222"
Kansas,Smith,328,"1,734"
Kansas,Stafford,355,"1,631"
Kansas,Stanton,147,607
Kansas,Stevens,233,"1,731"
Kansas,Sumner,"2,551","7,998"
Kansas,Thomas,622,"3,106"
Kansas,Trego,238,"1,341"
Kansas,Wabaunsee,956,"2,813"
Kansas,Wallace,44,762
Kansas,Washington,467,"2,332"
Kansas,Wichita,147,803
Kansas,Wilson,711,"3,111"
Kansas,Woodson,283,"1,189"
Kansas,Wyandotte,"35,566","18,512"
Kentucky,Adair,"1,392","7,276"
Kentucky,Allen,"1,642","7,587"
Kentucky,Anderson,"3,348","9,661"
Kentucky,Ballard,825,"3,356"
Kentucky,Barren,"5,127","14,654"
Kentucky,Bath,"1,573","3,986"
Kentucky,Bell,"1,789","8,140"
Kentucky,Boone,"20,901","44,814"
Kentucky,Bourbon,"3,296","6,190"
Kentucky,Boyd,"7,083","14,295"
Kentucky,Boyle,"5,298","8,872"
Kentucky,Bracken,800,"3,398"
Kentucky,Breathitt,"1,301","4,265"
Kentucky,Breckinridge,"2,350","7,701"
Kentucky,Bullitt,"10,552","30,708"
Kentucky,Butler,"1,079","4,960"
Kentucky,Caldwell,"1,433","4,906"
Kentucky,Calloway,"5,797","11,352"
Kentucky,Campbell,"19,374","28,482"
Kentucky,Carlisle,463,"2,159"
Kentucky,Carroll,"1,116","2,954"
Kentucky,Carter,"2,642","8,775"
Kentucky,Casey,918,"6,179"
Kentucky,Christian,"8,296","15,080"
Kentucky,Clark,"6,004","11,811"
Kentucky,Clay,831,"6,677"
Kentucky,Clinton,603,"4,280"
Kentucky,Crittenden,731,"3,451"
Kentucky,Cumberland,508,"2,769"
Kentucky,Daviess,"17,286","31,025"
Kentucky,Edmonson,"1,227","4,828"
Kentucky,Elliott,712,"2,246"
Kentucky,Estill,"1,355","5,100"
Kentucky,Fayette,"90,600","58,860"
Kentucky,Fleming,"1,474","5,534"
Kentucky,Floyd,"3,884","12,250"
Kentucky,Franklin,"12,652","12,900"
Kentucky,Fulton,794,"1,606"
Kentucky,Gallatin,822,"2,955"
Kentucky,Garrard,"1,830","6,754"
Kentucky,Grant,"2,205","8,725"
Kentucky,Graves,"3,560","13,206"
Kentucky,Grayson,"2,400","9,453"
Kentucky,Green,920,"4,838"
Kentucky,Greenup,"4,873","13,064"
Kentucky,Hancock,"1,351","3,145"
Kentucky,Hardin,"18,101","29,832"
Kentucky,Harlan,"1,494","9,367"
Kentucky,Harrison,"2,400","6,334"
Kentucky,Hart,"1,908","6,345"
Kentucky,Henderson,"7,639","12,730"
Kentucky,Henry,"2,142","5,843"
Kentucky,Hickman,458,"1,714"
Kentucky,Hopkins,"5,439","15,757"
Kentucky,Jackson,605,"5,453"
Kentucky,Jefferson,"228,358","150,646"
Kentucky,Jessamine,"8,567","17,096"
Kentucky,Johnson,"1,608","8,450"
Kentucky,Kenton,"32,271","48,129"
Kentucky,Knott,"1,412","4,780"
Kentucky,Knox,"2,114","11,012"
Kentucky,LaRue,"1,504","5,685"
Kentucky,Laurel,"4,475","23,237"
Kentucky,Lawrence,"1,238","5,633"
Kentucky,Lee,481,"2,273"
Kentucky,Leslie,446,"4,321"
Kentucky,Letcher,"1,799","7,226"
Kentucky,Lewis,823,"4,986"
Kentucky,Lincoln,"2,254","8,489"
Kentucky,Livingston,939,"4,010"
Kentucky,Logan,"3,094","9,067"
Kentucky,Lyon,"1,092","3,100"
Kentucky,McCracken,"11,195","21,820"
Kentucky,McCreary,725,"5,664"
Kentucky,McLean,"1,074","3,633"
Kentucky,Madison,"15,581","27,356"
Kentucky,Magoffin,"1,214","4,174"
Kentucky,Marion,"2,722","6,113"
Kentucky,Marshall,"4,071","13,297"
Kentucky,Martin,403,"3,496"
Kentucky,Mason,"2,362","5,477"
Kentucky,Meade,"3,632","10,185"
Kentucky,Menifee,750,"2,311"
Kentucky,Mercer,"3,033","8,506"
Kentucky,Metcalfe,975,"3,959"
Kentucky,Monroe,657,"4,628"
Kentucky,Montgomery,"3,630","8,993"
Kentucky,Morgan,"1,175","4,301"
Kentucky,Muhlenberg,"3,545","10,497"
Kentucky,Nelson,"7,188","15,703"
Kentucky,Nicholas,955,"2,408"
Kentucky,Ohio,"2,404","8,582"
Kentucky,Oldham,"14,505","22,654"
Kentucky,Owen,"1,098","4,292"
Kentucky,Owsley,216,"1,671"
Kentucky,Pendleton,"1,322","5,515"
Kentucky,Perry,"2,356","8,129"
Kentucky,Pike,"4,866","20,284"
Kentucky,Powell,"1,367","4,041"
Kentucky,Pulaski,"5,666","25,442"
Kentucky,Robertson,253,884
Kentucky,Rockcastle,"1,134","6,577"
Kentucky,Rowan,"3,880","5,994"
Kentucky,Russell,"1,331","7,519"
Kentucky,Scott,"10,567","17,767"
Kentucky,Shelby,"8,077","15,055"
Kentucky,Simpson,"2,681","5,888"
Kentucky,Spencer,"2,530","8,737"
Kentucky,Taylor,"2,963","9,376"
Kentucky,Todd,"1,205","4,062"
Kentucky,Trigg,"1,791","5,487"
Kentucky,Trimble,"1,012","3,227"
Kentucky,Union,"1,529","4,965"
Kentucky,Warren,"22,479","31,791"
Kentucky,Washington,"1,644","4,482"
Kentucky,Wayne,"1,700","7,430"
Kentucky,Webster,"1,412","4,506"
Kentucky,Whitley,"2,552","12,567"
Kentucky,Wolfe,839,"2,097"
Kentucky,Woodford,"6,530","8,362"
Louisiana,Acadia,"5,443","22,596"
Louisiana,Allen,"2,108","7,574"
Louisiana,Ascension,"20,399","40,687"
Louisiana,Assumption,"3,833","7,271"
Louisiana,Avoyelles,"4,979","12,028"
Louisiana,Beauregard,"2,542","13,575"
Louisiana,Bienville,"3,067","3,891"
Louisiana,Bossier,"15,662","38,074"
Louisiana,Caddo,"55,110","48,021"
Louisiana,Calcasieu,"25,982","55,066"
Louisiana,Caldwell,745,"3,976"
Louisiana,Cameron,324,"3,671"
Louisiana,Catahoula,"1,269","3,541"
Louisiana,Claiborne,"2,731","3,770"
Louisiana,Concordia,"3,177","5,550"
Louisiana,DeSoto,"5,457","9,112"
Louisiana,East Baton Rouge,"115,577","88,420"
Louisiana,East Carroll,"1,900","1,080"
Louisiana,East Feliciana,"4,280","6,064"
Louisiana,Evangeline,"4,158","11,053"
Louisiana,Franklin,"2,658","6,970"
Louisiana,Grant,"1,157","8,117"
Louisiana,Iberia,"11,027","21,251"
Louisiana,Iberville,"8,514","7,893"
Louisiana,Jackson,"2,143","5,394"
Louisiana,Jefferson,"84,477","105,949"
Louisiana,Jeff Davis,"3,208","11,423"
Louisiana,Lafayette,"39,685","72,519"
Louisiana,Lafourche,"8,672","36,024"
Louisiana,LaSalle,638,"6,378"
Louisiana,Lincoln,"7,559","11,311"
Louisiana,Livingston,"9,249","54,877"
Louisiana,Madison,"2,654","1,930"
Louisiana,Morehouse,"4,946","6,510"
Louisiana,Natchitoches,"6,896","9,358"
Louisiana,Orleans,"147,854","26,664"
Louisiana,Ouachita,"25,913","42,255"
Louisiana,Plaquemines,"3,414","7,412"
Louisiana,Pointe Coupee,"4,683","7,503"
Louisiana,Rapides,"19,475","38,347"
Louisiana,Red River,"1,644","2,413"
Louisiana,Richland,"3,225","6,607"
Louisiana,Sabine,"1,731","8,776"
Louisiana,St. Bernard,"6,151","11,179"
Louisiana,St. Charles,"9,800","18,233"
Louisiana,St. Helena,"3,346","2,714"
Louisiana,St. James,"6,510","5,954"
Louisiana,St. John the Baptist,"13,582","7,538"
Louisiana,St. Landry,"17,372","23,171"
Louisiana,St. Martin,"8,439","18,203"
Louisiana,St. Mary,"8,055","14,811"
Louisiana,St. Tammany,"37,746","99,666"
Louisiana,Tangipahoa,"18,887","37,806"
Louisiana,Tensas,"1,329","1,197"
Louisiana,Terrebonne,"11,198","34,339"
Louisiana,Union,"2,654","8,407"
Louisiana,Vermilion,"5,009","21,930"
Louisiana,Vernon,"2,898","14,107"
Louisiana,Washington,"5,970","13,307"
Louisiana,Webster,"6,172","11,830"
Louisiana,West Baton Rouge,"6,200","7,684"
Louisiana,West Carroll,710,"4,317"
Louisiana,West Feliciana,"2,298","3,863"
Louisiana,Winn,"1,543","4,619"
Maine,Abbot,121,451
Maine,Acton,651,801
Maine,Addison,235,224
Maine,Albion,385,948
Maine,Alexander,73,95
Maine,Alfred,983,174
Maine,Allagash,74,293
Maine,Alna,320,115
Maine,Alton,169,96
Maine,Amherst,64,293
Maine,Amity,27,796
Maine,Andover,223,407
Maine,Anson,398,104
Maine,Appleton,478,"1,347"
Maine,Arrowsic,260,376
Maine,Arundel,"1,405",332
Maine,Ashland,231,122
Maine,Athens,167,"5,409"
Maine,Atkinson,49,"4,155"
Maine,Auburn,"6,482",42
Maine,Augusta,"5,248",164
Maine,Aurora,29,421
Maine,Avon,96,623
Maine,Baileyville,239,"6,065"
Maine,Baldwin,350,804
Maine,Bangor,"9,452",68
Maine,Bar Harbor,"2,678","1,540"
Maine,Baring Plt.,42,191
Maine,Bath,"3,421",60
Maine,Beals,98,36
Maine,Beaver Cove,59,"1,259"
Maine,Beddington,13,"1,166"
Maine,Belfast,"2,847",319
Maine,Belgrade,994,984
Maine,Belmont,259,"2,229"
Maine,Benton,607,749
Maine,Berwick,"1,999","3,705"
Maine,Bethel,"1,006",349
Maine,Biddeford,"7,022",298
Maine,Bingham,215,624
Maine,Blaine,97,922
Maine,Blue Hill,"1,310",545
Maine,Boothbay,"1,229","1,079"
Maine,Boothbay Harbor,814,856
Maine,Bowdoin,755,76
Maine,Bowdoinham,"1,123",485
Maine,Bowerbank,41,485
Maine,Bradford,188,185
Maine,Bradley,378,"2,568"
Maine,Bremen,367,214
Maine,Brewer,"2,533","1,528"
Maine,Bridgewater,77,29
Maine,Bridgton,"1,656",808
Maine,Brighton Plt.,16,189
Maine,Bristol,"1,275",317
Maine,Brooklin,426,219
Maine,Brooks,246,466
Maine,Brooksville,450,467
Maine,Brownfield,468,"3,733"
Maine,Brownville,280,636
Maine,Brunswick,"9,728","1,481"
Maine,Buckfield,436,145
Maine,Bucksport,"1,278",389
Maine,Burlington,56,"2,686"
Maine,Burnham,234,58
Maine,Buxton,"2,416",856
Maine,Byron,31,176
Maine,Calais,626,832
Maine,Cambridge,72,749
Maine,Camden,"2,931",374
Maine,Canaan,384,"1,462"
Maine,Canton,154,36
Maine,Cape Elizabeth,"5,349","2,262"
Maine,Caratunk,24,"1,183"
Maine,Caribou,"1,702",164
Maine,Carmel,560,73
Maine,Carrabassett Valley,348,214
