state,county,Biden,Trump
Massachusetts,West Tisbury,"1,921",338
Massachusetts,Westwood,"6,832","3,444"
Massachusetts,Weymouth,"19,615","12,460"
Massachusetts,Whately,745,332
Massachusetts,Whitman,"4,496","3,882"
Massachusetts,Wilbraham,"4,928","4,262"
Massachusetts,Williamsburg,"1,446",337
Massachusetts,Williamstown,"3,196",499
Massachusetts,Wilmington,"8,027","6,448"
Massachusetts,Winchendon,"2,313","2,661"
Massachusetts,Winchester,"9,777","3,736"
Massachusetts,Windsor,370,201
Massachusetts,Winthrop,"6,290","3,770"
Massachusetts,Woburn,"13,530","8,483"
Massachusetts,Worcester,"48,584","21,169"
Massachusetts,Worthington,571,271
Massachusetts,Wrentham,"4,247","3,319"
Massachusetts,Yarmouth,"9,149","5,993"
Michigan,Alcona,"2,142","4,848"
Michigan,Alger,"2,053","3,014"
Michigan,Allegan,"24,449","41,392"
Michigan,Alpena,"6,000","10,686"
Michigan,Antrim,"5,960","9,748"
Michigan,Arenac,"2,774","5,928"
Michigan,Baraga,"1,478","2,512"
Michigan,Barry,"11,797","23,471"
Michigan,Bay,"26,151","33,125"
Michigan,Benzie,"5,480","6,601"
Michigan,Berrien,"37,438","43,519"
Michigan,Branch,"6,159","14,064"
Michigan,Calhoun,"28,877","36,221"
Michigan,Cass,"9,130","16,699"
Michigan,Charlevoix,"6,939","9,841"
Michigan,Cheboygan,"5,437","10,186"
Michigan,Chippewa,"6,648","10,681"
Michigan,Clare,"5,199","10,861"
Michigan,Clinton,"21,968","25,098"
Michigan,Crawford,"2,672","5,087"
Michigan,Delta,"7,606","13,207"
Michigan,Dickinson,"4,744","9,617"
Michigan,Eaton,"31,299","31,798"
Michigan,Emmet,"9,662","12,135"
Michigan,Genesee,"119,390","98,714"
Michigan,Gladwin,"4,524","9,893"
Michigan,Gogebic,"3,570","4,600"
Michigan,Grand Traverse,"28,683","30,502"
Michigan,Gratiot,"6,693","12,102"
Michigan,Hillsdale,"5,883","17,037"
Michigan,Houghton,"7,750","10,378"
Michigan,Huron,"5,490","12,731"
Michigan,Ingham,"94,212","47,639"
Michigan,Ionia,"10,901","20,657"
Michigan,Iosco,"5,373","9,759"
Michigan,Iron,"2,493","4,216"
Michigan,Isabella,"14,072","14,815"
Michigan,Jackson,"31,995","47,372"
Michigan,Kalamazoo,"83,686","56,823"
Michigan,Kalkaska,"3,002","7,436"
Michigan,Kent,"187,915","165,741"
Michigan,Keweenaw,672,862
Michigan,Lake,"2,288","3,946"
Michigan,Lapeer,"16,367","35,482"
Michigan,Leelanau,"8,795","7,916"
Michigan,Lenawee,"20,918","31,541"
Michigan,Livingston,"48,220","76,982"
Michigan,Luce,842,"2,109"
Michigan,Mackinac,"2,632","4,304"
Michigan,Macomb,"223,952","263,863"
Michigan,Manistee,"6,107","8,321"
Michigan,Marquette,"20,465","16,286"
Michigan,Mason,"6,802","10,207"
Michigan,Mecosta,"7,375","13,267"
Michigan,Menominee,"4,316","8,117"
Michigan,Midland,"20,493","27,675"
Michigan,Missaukee,"1,967","6,648"
Michigan,Monroe,"32,975","52,710"
Michigan,Montcalm,"9,703","21,815"
Michigan,Montmorency,"1,628","4,171"
Michigan,Muskegon,"45,643","45,133"
Michigan,Newaygo,"7,873","18,857"
Michigan,Oakland,"434,148","325,971"
Michigan,Oceana,"4,944","8,892"
Michigan,Ogemaw,"3,475","8,253"
Michigan,Ontonagon,"1,391","2,358"
Michigan,Osceola,"3,214","8,928"
Michigan,Oscoda,"1,342","3,466"
Michigan,Otsego,"4,743","9,779"
Michigan,Ottawa,"64,705","100,913"
Michigan,Presque Isle,"2,911","5,342"
Michigan,Roscommon,"5,166","9,670"
Michigan,Saginaw,"51,088","50,785"
Michigan,St. Clair,"31,363","59,185"
Michigan,St. Joseph,"9,262","18,127"
Michigan,Sanilac,"5,966","16,194"
Michigan,Schoolcraft,"1,589","3,090"
Michigan,Shiawassee,"15,347","23,149"
Michigan,Tuscola,"8,712","20,297"
Michigan,Van Buren,"16,803","21,591"
Michigan,Washtenaw,"157,136","56,241"
Michigan,Wayne,"597,170","264,553"
Michigan,Wexford,"5,838","12,102"
Minnesota,Aitkin,"3,607","6,258"
Minnesota,Anoka,"100,893","104,902"
Minnesota,Becker,"6,589","12,438"
Minnesota,Beltrami,"11,426","12,188"
Minnesota,Benton,"7,280","14,382"
Minnesota,Big Stone,"1,053","1,863"
Minnesota,Blue Earth,"18,330","16,731"
Minnesota,Brown,"4,753","9,552"
Minnesota,Carlton,"10,098","9,791"
Minnesota,Carver,"30,774","34,009"
Minnesota,Cass,"6,342","11,620"
Minnesota,Chippewa,"2,226","4,250"
Minnesota,Chisago,"11,806","21,916"
Minnesota,Clay,"16,357","15,043"
Minnesota,Clearwater,"1,260","3,372"
Minnesota,Cook,"2,496","1,203"
Minnesota,Cottonwood,"1,834","4,165"
Minnesota,Crow Wing,"13,726","25,676"
Minnesota,Dakota,"146,155","109,638"
Minnesota,Dodge,"4,079","7,783"
Minnesota,Douglas,"7,868","15,799"
Minnesota,Faribault,"2,531","5,191"
Minnesota,Fillmore,"4,551","7,301"
Minnesota,Freeborn,"6,889","9,578"
Minnesota,Goodhue,"11,806","16,052"
Minnesota,Grant,"1,300","2,269"
Minnesota,Hennepin,"532,623","205,973"
Minnesota,Houston,"4,853","6,334"
Minnesota,Hubbard,"4,462","8,202"
Minnesota,Isanti,"7,138","16,491"
Minnesota,Itasca,"10,786","15,239"
Minnesota,Jackson,"1,745","3,948"
Minnesota,Kanabec,"2,774","6,278"
Minnesota,Kandiyohi,"8,440","14,437"
Minnesota,Kittson,"1,006","1,546"
Minnesota,Koochiching,"2,659","4,131"
Minnesota,Lac Qui Parle,"1,446","2,528"
Minnesota,Lake,"3,647","3,393"
Minnesota,Lake of the Woods,671,"1,704"
Minnesota,Le Sueur,"5,672","10,775"
Minnesota,Lincoln,937,"2,121"
Minnesota,Lyon,"4,634","7,979"
Minnesota,McLeod,"6,413","13,986"
Minnesota,Mahnomen,"1,112","1,142"
Minnesota,Marshall,"1,295","3,721"
Minnesota,Martin,"3,305","7,480"
Minnesota,Meeker,"3,867","9,359"
Minnesota,Mille Lacs,"4,404","9,952"
Minnesota,Morrison,"4,367","14,821"
Minnesota,Mower,"8,899","10,025"
Minnesota,Murray,"1,449","3,363"
Minnesota,Nicollet,"9,622","9,018"
Minnesota,Nobles,"2,933","5,600"
Minnesota,Norman,"1,404","1,953"
Minnesota,Olmsted,"49,491","39,692"
Minnesota,Otter Tail,"11,958","23,800"
Minnesota,Pennington,"2,568","4,532"
Minnesota,Pine,"5,419","10,256"
Minnesota,Pipestone,"1,306","3,553"
Minnesota,Polk,"5,439","9,865"
Minnesota,Pope,"2,477","4,417"
Minnesota,Ramsey,"211,620","77,376"
Minnesota,Red Lake,691,"1,454"
Minnesota,Redwood,"2,355","5,771"
Minnesota,Renville,"2,496","5,467"
Minnesota,Rice,"17,402","17,464"
Minnesota,Rock,"1,556","3,583"
Minnesota,Roseau,"2,188","6,065"
Minnesota,St. Louis,"67,704","49,017"
Minnesota,Scott,"40,040","45,872"
Minnesota,Sherburne,"18,065","36,222"
Minnesota,Sibley,"2,417","5,864"
Minnesota,Stearns,"31,879","50,959"
Minnesota,Steele,"7,917","12,656"
Minnesota,Stevens,"1,922","3,044"
Minnesota,Swift,"1,784","3,316"
Minnesota,Todd,"3,286","9,753"
Minnesota,Traverse,661,"1,172"
Minnesota,Wabasha,"4,696","8,153"
Minnesota,Wadena,"2,023","5,520"
Minnesota,Waseca,"3,496","6,624"
Minnesota,Washington,"89,165","73,764"
Minnesota,Watonwan,"1,987","3,103"
Minnesota,Wilkin,"1,026","2,328"
Minnesota,Winona,"13,333","13,227"
Minnesota,Wright,"28,430","51,973"
Minnesota,Yellow Medicine,"1,688","3,734"
Mississippi,Adams,"7,917","5,696"
Mississippi,Alcorn,"2,782","12,818"
Mississippi,Amite,"2,620","4,503"
Mississippi,Attala,"3,542","5,178"
Mississippi,Benton,"1,679","2,570"
Mississippi,Bolivar,"8,904","4,671"
Mississippi,Calhoun,"1,902","4,625"
Mississippi,Carroll,"1,729","3,924"
Mississippi,Chickasaw,"3,810","4,175"
Mississippi,Choctaw,"1,185","3,001"
Mississippi,Claiborne,"3,772",603
Mississippi,Clarke,"2,838","5,417"
Mississippi,Clay,"5,844","4,181"
Mississippi,Coahoma,"6,130","2,400"
Mississippi,Copiah,"6,470","6,250"
Mississippi,Covington,"3,416","5,854"
Mississippi,DeSoto,"28,265","46,462"
Mississippi,Forrest,"13,755","17,290"
Mississippi,Franklin,"1,480","2,923"
Mississippi,George,"1,218","9,713"
Mississippi,Greene,966,"4,794"
Mississippi,Grenada,"4,734","6,081"
Mississippi,Hancock,"4,504","16,132"
Mississippi,Harrison,"27,728","46,822"
Mississippi,Hinds,"73,550","25,141"
Mississippi,Holmes,"6,588","1,369"
Mississippi,Humphreys,"3,016","1,118"
Mississippi,Issaquena,355,308
Mississippi,Itawamba,"1,249","9,438"
Mississippi,Jackson,"17,375","36,295"
Mississippi,Jasper,"4,341","4,302"
Mississippi,Jefferson,"3,327",531
Mississippi,Jeff Davis,"3,599","2,534"
Mississippi,Jones,"8,517","21,226"
Mississippi,Kemper,"2,887","1,787"
Mississippi,Lafayette,"10,070","12,949"
Mississippi,Lamar,"7,340","20,704"
Mississippi,Lauderdale,"12,960","17,967"
Mississippi,Lawrence,"2,260","4,285"
Mississippi,Leake,"3,897","5,228"
Mississippi,Lee,"12,189","24,207"
Mississippi,Leflore,"7,648","3,129"
Mississippi,Lincoln,"5,040","11,596"
Mississippi,Lowndes,"13,087","13,800"
Mississippi,Madison,"24,440","31,091"
Mississippi,Marion,"3,787","8,273"
Mississippi,Marshall,"8,057","7,566"
Mississippi,Monroe,"5,874","11,177"
Mississippi,Montgomery,"2,121","2,917"
Mississippi,Neshoba,"3,260","8,320"
Mississippi,Newton,"3,075","6,997"
Mississippi,Noxubee,"4,040","1,240"
Mississippi,Oktibbeha,"10,299","9,004"
Mississippi,Panola,"7,403","8,060"
Mississippi,Pearl River,"4,148","19,595"
Mississippi,Perry,"1,362","4,500"
Mississippi,Pike,"8,646","8,479"
Mississippi,Pontotoc,"2,614","11,550"
Mississippi,Prentiss,"2,139","8,312"
Mississippi,Quitman,"2,150","1,026"
Mississippi,Rankin,"18,847","50,895"
Mississippi,Scott,"4,330","6,285"
Mississippi,Sharkey,"1,465",688
Mississippi,Simpson,"4,037","7,635"
Mississippi,Smith,"1,791","6,458"
Mississippi,Stone,"1,802","5,964"
Mississippi,Sunflower,"6,781","2,799"
Mississippi,Tallahatchie,"3,105","2,488"
Mississippi,Tate,"4,183","8,707"
Mississippi,Tippah,"1,937","8,054"
Mississippi,Tishomingo,"1,059","7,933"
Mississippi,Tunica,"2,580",926
Mississippi,Union,"2,160","10,373"
Mississippi,Walthall,"2,835","4,220"
Mississippi,Warren,"10,442","10,365"
Mississippi,Washington,"12,503","5,300"
Mississippi,Wayne,"3,624","6,307"
Mississippi,Webster,"1,043","4,291"
Mississippi,Wilkinson,"2,749","1,324"
Mississippi,Winston,"4,040","5,112"
Mississippi,Yalobusha,"2,785","3,671"
Mississippi,Yazoo,"5,496","4,832"
Missouri,Adair,"3,705","6,391"
Missouri,Andrew,"2,351","7,256"
Missouri,Atchison,564,"2,199"
Missouri,Audrain,"2,703","7,727"
Missouri,Barry,"2,948","12,425"
Missouri,Barton,844,"5,168"
Missouri,Bates,"1,672","6,595"
Missouri,Benton,"2,179","8,106"
Missouri,Bollinger,749,"5,162"
Missouri,Boone,"50,064","38,646"
Missouri,Buchanan,"13,445","22,450"
Missouri,Butler,"3,301","14,599"
Missouri,Caldwell,897,"3,725"
Missouri,Callaway,"5,868","14,812"
Missouri,Camden,"5,640","18,825"
Missouri,Cape Girardeau,"10,738","28,873"
Missouri,Carroll,785,"3,706"
Missouri,Carter,418,"2,451"
Missouri,Cass,"19,035","37,172"
Missouri,Cedar,"1,143","5,786"
Missouri,Chariton,916,"3,109"
Missouri,Christian,"11,126","34,904"
Missouri,Clark,678,"2,672"
Missouri,Clay,"59,519","64,583"
Missouri,Clinton,"2,894","7,789"
Missouri,Cole,"12,687","26,066"
Missouri,Cooper,"2,249","6,272"
Missouri,Crawford,"2,113","8,725"
Missouri,Dade,656,"3,414"
Missouri,Dallas,"1,380","6,620"
Missouri,Daviess,740,"3,077"
Missouri,DeKalb,930,"3,827"
Missouri,Dent,"1,056","5,987"
Missouri,Douglas,"1,012","5,896"
Missouri,Dunklin,"2,200","8,135"
Missouri,Franklin,"14,561","38,034"
Missouri,Gasconade,"1,601","6,222"
Missouri,Gentry,613,"2,580"
Missouri,Greene,"55,068","83,630"
Missouri,Grundy,799,"3,585"
Missouri,Harrison,597,"3,198"
Missouri,Henry,"2,615","8,019"
Missouri,Hickory,"1,054","3,965"
Missouri,Holt,338,"1,976"
Missouri,Howard,"1,412","3,552"
Missouri,Howell,"3,214","15,174"
Missouri,Iron,945,"3,596"
Missouri,Jackson,"199,842","126,535"
Missouri,Jasper,"13,539","37,714"
Missouri,Jefferson,"37,507","77,021"
Missouri,Johnson,"6,961","15,468"
Missouri,Knox,340,"1,486"
Missouri,LaClede,"2,779","13,755"
Missouri,Lafayette,"4,470","12,262"
Missouri,Lawrence,"3,214","14,421"
Missouri,Lewis,984,"3,541"
Missouri,Lincoln,"6,553","21,702"
Missouri,Linn,"1,274","4,344"
Missouri,Livingston,"1,409","5,266"
Missouri,McDonald,"1,437","7,465"
Missouri,Macon,"1,661","6,075"
Missouri,Madison,"1,017","4,581"
Missouri,Maries,814,"3,890"
Missouri,Marion,"3,201","9,910"
Missouri,Mercer,222,"1,541"
Missouri,Miller,"2,038","10,175"
Missouri,Mississippi,"1,178","3,537"
Missouri,Moniteau,"1,307","5,738"
Missouri,Monroe,931,"3,466"
Missouri,Montgomery,"1,206","4,457"
Missouri,Morgan,"1,924","7,439"
Missouri,New Madrid,"1,748","5,447"
Missouri,Newton,"5,793","22,090"
Missouri,Nodaway,"2,849","6,855"
Missouri,Oregon,823,"3,847"
Missouri,Osage,"1,031","6,341"
Missouri,Ozark,752,"4,064"
Missouri,Pemiscot,"1,556","4,116"
Missouri,Perry,"1,661","7,634"
Missouri,Pettis,"4,776","13,835"
Missouri,Phelps,"5,619","13,438"
Missouri,Pike,"1,717","5,856"
Missouri,Platte,"28,111","29,251"
Missouri,Polk,"2,883","11,849"
Missouri,Pulaski,"3,735","10,326"
Missouri,Putnam,361,"1,984"
Missouri,Ralls,"1,205","4,396"
Missouri,Randolph,"2,485","8,018"
Missouri,Ray,"3,107","8,328"
Missouri,Reynolds,529,"2,733"
Missouri,Ripley,833,"4,838"
Missouri,St. Charles,"89,346","128,193"
Missouri,St. Clair,988,"3,930"
Missouri,St. Francois,"7,044","20,506"
Missouri,St. Louis County,"328,151","199,493"
Missouri,St. Louis City,"110,089","21,474"
Missouri,Ste. Genevieve,"2,713","6,627"
Missouri,Saline,"2,903","6,447"
Missouri,Schuyler,373,"1,606"
Missouri,Scotland,387,"1,560"
Missouri,Scott,"3,753","13,769"
Missouri,Shannon,706,"3,164"
Missouri,Shelby,592,"2,699"
Missouri,Stoddard,"1,814","11,460"
Missouri,Stone,"3,506","14,800"
Missouri,Sullivan,478,"1,974"
Missouri,Taney,"5,325","20,426"
Missouri,Texas,"1,716","9,478"
Missouri,Vernon,"1,902","7,135"
Missouri,Warren,"4,769","13,222"
Missouri,Washington,"1,804","8,046"
Missouri,Wayne,844,"4,984"
Missouri,Webster,"3,572","14,874"
Missouri,Worth,215,877
Missouri,Wright,"1,167","7,452"
Montana,Beaverhead,"1,608","3,923"
Montana,Big Horn,"2,491","2,207"
Montana,Blaine,"1,589","1,469"
Montana,Broadwater,835,"3,173"
Montana,Carbon,"2,421","4,468"
Montana,Carter,74,775
Montana,Cascade,"15,456","23,315"
Montana,Chouteau,991,"1,891"
Montana,Custer,"1,514","4,205"
Montana,Daniels,195,799
Montana,Dawson,962,"3,758"
Montana,Deer Lodge,"2,562","2,186"
Montana,Fallon,172,"1,375"
Montana,Fergus,"1,496","4,869"
Montana,Flathead,"20,274","38,321"
Montana,Gallatin,"37,044","31,696"
Montana,Garfield,41,764
Montana,Glacier,"3,610","1,884"
Montana,Golden Valley,78,414
Montana,Granite,638,"1,419"
Montana,Hill,"2,981","3,957"
Montana,Jefferson,"2,625","5,345"
Montana,Judith Basin,275,"1,040"
Montana,Lake,"6,916","9,322"
Montana,Lewis and Clark,"19,743","21,409"
Montana,Liberty,249,821
Montana,Lincoln,"2,835","8,672"
Montana,McCone,155,956
Montana,Madison,"1,771","4,191"
Montana,Meagher,258,833
Montana,Mineral,686,"1,828"
Montana,Missoula,"43,357","26,347"
Montana,Musselshell,413,"2,423"
Montana,Park,"5,280","6,025"
Montana,Petroleum,39,298
Montana,Phillips,416,"1,936"
Montana,Pondera,903,"2,031"
Montana,Powder River,154,970
Montana,Powell,752,"2,355"
Montana,Prairie,126,603
Montana,Ravalli,"8,763","19,114"
Montana,Richland,875,"4,800"
Montana,Roosevelt,"1,910","1,996"
Montana,Rosebud,"1,199","2,486"
Montana,Sanders,"1,820","5,660"
Montana,Sheridan,574,"1,403"
Montana,Silver Bow,"10,392","7,745"
Montana,Stillwater,"1,156","4,462"
Montana,Sweet Grass,549,"1,840"
Montana,Teton,"1,007","2,608"
Montana,Toole,467,"1,596"
Montana,Treasure,78,373
Montana,Valley,"1,030","3,135"
Montana,Wheatland,225,823
Montana,Wibaux,77,516
Montana,Yellowstone,"30,679","50,772"
Nebraska,Adams,"10,085",43
Nebraska,Antelope,"3,093",35
Nebraska,Arthur,260,499
Nebraska,Banner,362,"1,051"
Nebraska,Blaine,280,135
Nebraska,Boone,"2,653",191
Nebraska,Box Butte,"4,002","6,350"
Nebraska,Boyd,"1,010","1,063"
Nebraska,Brown,"1,470",873
Nebraska,Buffalo,"16,640","4,737"
Nebraska,Burt,"2,580",725
Nebraska,Butler,"3,542",226
Nebraska,Cass,"10,121",373
Nebraska,Cedar,"4,174",855
Nebraska,Chase,"1,740",632
Nebraska,Cherry,"2,844","1,025"
Nebraska,Cheyenne,"3,813",870
Nebraska,Clay,"2,848",786
Nebraska,Colfax,"2,636","2,744"
Nebraska,Cuming,"3,507","1,082"
Nebraska,Custer,"5,090","2,497"
Nebraska,Dakota,"3,926",141
Nebraska,Dawes,"2,931",651
Nebraska,Dawson,"6,524","5,544"
Nebraska,Deuel,871,"150,350"
Nebraska,Dixon,"2,335",105
Nebraska,Dodge,"10,984",693
Nebraska,Douglas,"119,159",276
Nebraska,Dundy,883,189
Nebraska,Fillmore,"2,359",399
Nebraska,Franklin,"1,437","3,385"
Nebraska,Frontier,"1,229",161
Nebraska,Furnas,"2,163",133
Nebraska,Gage,"7,445",215
Nebraska,Garden,"1,016",20
Nebraska,Garfield,933,229
Nebraska,Gosper,893,"7,681"
Nebraska,Grant,375,"1,118"
Nebraska,Greeley,"1,016",282
Nebraska,Hall,"16,189",34
Nebraska,Hamilton,"4,309",175
Nebraska,Harlan,"1,615",686
Nebraska,Hayes,494,59
Nebraska,Hitchcock,"1,264",648
Nebraska,Holt,"4,769","1,016"
Nebraska,Hooker,376,647
Nebraska,Howard,"2,786",701
Nebraska,Jefferson,"2,616",763
Nebraska,Johnson,"1,518",49
Nebraska,Kearney,"2,822",268
Nebraska,Keith,"3,544",905
Nebraska,Keya Paha,476,"82,293"
Nebraska,Kimball,"1,563","3,692"
Nebraska,Knox,"3,721",38
Nebraska,Lancaster,"70,092",75
Nebraska,Lincoln,"13,071",17
Nebraska,Logan,407,"3,478"
Nebraska,Loup,370,743
Nebraska,McPherson,275,386
Nebraska,Madison,"11,940",359
Nebraska,Merrick,"3,419",921
Nebraska,Morrill,"2,113",409
Nebraska,Nance,"1,437","2,490"
Nebraska,Nemaha,"2,428",322
Nebraska,Nuckolls,"1,857",199
Nebraska,Otoe,"5,649",752
Nebraska,Pawnee,"1,071",480
Nebraska,Perkins,"1,321","3,260"
Nebraska,Phelps,"4,157",530
Nebraska,Pierce,"3,462",811
Nebraska,Platte,"12,186",996
Nebraska,Polk,"2,291",84
Nebraska,Red Willow,"4,525","1,986"
Nebraska,Richardson,"3,073","41,206"
Nebraska,Rock,744,"3,331"
Nebraska,Saline,"3,631","4,196"
Nebraska,Sarpy,"51,979","2,438"
Nebraska,Saunders,"9,108",340
Nebraska,Scotts Bluff,"10,952",343
Nebraska,Seward,"6,490",72
Nebraska,Sheridan,"2,292",532
Nebraska,Sherman,"1,322",624
Nebraska,Sioux,642,45
Nebraska,Stanton,"2,561","1,122"
Nebraska,Thayer,"2,308",412
Nebraska,Thomas,377,"3,554"
Nebraska,Thurston,"1,180","1,022"
Nebraska,Valley,"1,901",335
Nebraska,Washington,"8,583",59
Nebraska,Wayne,"3,055","1,630"
Nebraska,Webster,"1,511","180,988"
Nebraska,Wheeler,438,"154,377"
Nebraska,York,"5,337","222,209"
Nebraska,NE Electoral Vote District ,"4,213","132,719"
Nebraska,NE Electoral Vote District ,452,"176,468"
Nebraska,NE Electoral Vote District ,21,"65,866"
Nevada,Carson City,"12,735","16,113"
Nevada,Churchill,"3,051","9,372"
Nevada,Clark,"521,852","430,930"
Nevada,Douglas,"11,571","21,630"
Nevada,Elko,"4,557","16,741"
Nevada,Esmeralda,74,400
Nevada,Eureka,105,895
Nevada,Humboldt,"1,689","5,877"
Nevada,Lander,496,"2,198"
Nevada,Lincoln,330,"2,067"
Nevada,Lyon,"8,473","20,914"
Nevada,Mineral,829,"1,423"
Nevada,Nye,"7,288","17,528"
Nevada,Pershing,547,"1,731"
Nevada,Storey,902,"1,908"
Nevada,Washoe,"128,128","116,760"
Nevada,White Pine,859,"3,403"
New-Hampshire,Acworth,293,269
New-Hampshire,Albany,250,190
New-Hampshire,Alexandria,440,616
New-Hampshire,Allenstown,"1,050","1,233"
New-Hampshire,Alstead,684,477
New-Hampshire,Alton,"1,438","2,420"
New-Hampshire,Amherst,"4,796","3,208"
New-Hampshire,Andover,844,726
New-Hampshire,Antrim,761,779
New-Hampshire,Ashland,632,562
New-Hampshire,Atkinson,"2,250","2,795"
New-Hampshire,Auburn,"1,619","2,265"
New-Hampshire,Barnstead,"1,150","1,698"
New-Hampshire,Barrington,"3,142","2,733"
New-Hampshire,Bartlett,"1,374",773
New-Hampshire,Bath,259,353
New-Hampshire,Bedford,"7,521","7,052"
New-Hampshire,Belmont,"1,609","2,365"
New-Hampshire,Bennington,395,424
New-Hampshire,Benton,89,143
New-Hampshire,Berlin,"2,147","1,852"
New-Hampshire,Bethlehem,"1,021",620
New-Hampshire,Boscawen,931,"1,064"
New-Hampshire,Bow,"3,256","2,167"
New-Hampshire,Bradford,563,478
New-Hampshire,Brentwood,"1,505","1,372"
New-Hampshire,Bridgewater,364,472
New-Hampshire,Bristol,842,994
New-Hampshire,Brookfield,218,315
New-Hampshire,Brookline,"1,903","1,647"
New-Hampshire,Campton,"1,120",964
New-Hampshire,Canaan,"1,162",890
New-Hampshire,Candia,"1,039","1,702"
New-Hampshire,Canterbury,"1,009",718
New-Hampshire,Carroll,266,267
New-Hampshire,Center Harbor,379,407
New-Hampshire,Charlestown,"1,185","1,239"
New-Hampshire,Chatham,106,130
New-Hampshire,Chester,"1,465","1,951"
New-Hampshire,Chesterfield,"1,390",958
New-Hampshire,Chichester,770,930
New-Hampshire,Claremont,"2,895","2,788"
New-Hampshire,Clarksville,72,108
New-Hampshire,Colebrook,418,630
New-Hampshire,Columbia,114,235
New-Hampshire,Concord,"15,511","7,983"
New-Hampshire,Conway,"3,411","2,465"
New-Hampshire,Cornish,679,408
New-Hampshire,Croydon,172,319
New-Hampshire,Dalton,231,295
New-Hampshire,Danbury,290,414
New-Hampshire,Danville,"1,082","1,686"
New-Hampshire,Deerfield,"1,360","1,786"
New-Hampshire,Deering,462,670
New-Hampshire,Derry,"8,215","9,412"
New-Hampshire,Dixville,5,0
New-Hampshire,Dorchester,105,124
New-Hampshire,Dover,"12,508","6,331"
New-Hampshire,Dublin,687,404
New-Hampshire,Dummer,67,113
New-Hampshire,Dunbarton,877,"1,121"
New-Hampshire,Durham,"5,970","1,712"
New-Hampshire,East Kingston,781,889
New-Hampshire,Easton,167,64
New-Hampshire,Eaton,188,117
New-Hampshire,Effingham,391,526
New-Hampshire,Ellsworth,45,32
New-Hampshire,Enfield,"1,777",930
New-Hampshire,Epping,"2,047","2,311"
New-Hampshire,Epsom,"1,180","1,702"
New-Hampshire,Errol,74,148
New-Hampshire,Exeter,"6,820","3,321"
New-Hampshire,Farmington,"1,365","2,000"
New-Hampshire,Fitzwilliam,666,682
New-Hampshire,Francestown,592,534
New-Hampshire,Franconia,542,248
New-Hampshire,Franklin,"1,804","2,281"
New-Hampshire,Freedom,538,538
New-Hampshire,Fremont,"1,151","1,635"
New-Hampshire,Gilford,"2,508","2,748"
New-Hampshire,Gilmanton,"1,020","1,423"
New-Hampshire,Gilsum,240,263
New-Hampshire,Goffstown,"4,967","5,040"
New-Hampshire,Gorham,906,748
New-Hampshire,Goshen,186,284
New-Hampshire,Grafton,345,423
New-Hampshire,Grantham,"1,669",747
New-Hampshire,Greenfield,529,466
New-Hampshire,Greenland,"1,723","1,160"
New-Hampshire,Greenville,501,532
New-Hampshire,Groton,142,232
New-Hampshire,Hampstead,"2,494","3,303"
New-Hampshire,Hampton,"6,150","5,212"
New-Hampshire,Hampton Falls,845,863
New-Hampshire,Hancock,875,408
New-Hampshire,Hanover,"6,210",841
New-Hampshire,Harrisville,553,201
New-Hampshire,Harts Location,23,20
New-Hampshire,Haverhill,925,"1,180"
New-Hampshire,Hebron,239,267
New-Hampshire,Henniker,"1,569","1,075"
New-Hampshire,Hill,224,403
New-Hampshire,Hillsborough,"1,475","1,722"
New-Hampshire,Hinsdale,"1,048",829
New-Hampshire,Holderness,890,569
New-Hampshire,Hollis,"3,277","2,468"
New-Hampshire,Hooksett,"4,060","4,387"
New-Hampshire,Hopkinton,"2,688","1,400"
New-Hampshire,Hudson,"6,632","7,744"
New-Hampshire,Jackson,567,212
New-Hampshire,Jaffrey,"1,528","1,410"
New-Hampshire,Jefferson,257,394
New-Hampshire,Keene,"8,950","3,758"
New-Hampshire,Kensington,805,726
New-Hampshire,Kingston,"1,731","2,311"
New-Hampshire,Laconia,"4,141","4,642"
New-Hampshire,Lancaster,817,874
New-Hampshire,Landaff,126,155
New-Hampshire,Langdon,206,199
New-Hampshire,Lebanon,"5,895","1,954"
New-Hampshire,Lee,"1,957",971
New-Hampshire,Lempster,274,440
New-Hampshire,Lincoln,513,397
New-Hampshire,Lisbon,353,431
New-Hampshire,Litchfield,"2,497","2,824"
New-Hampshire,Littleton,"1,557","1,507"
New-Hampshire,Londonderry,"7,738","7,905"
New-Hampshire,Loudon,"1,489","2,152"
New-Hampshire,Lyman,174,208
New-Hampshire,Lyme,"1,074",218
New-Hampshire,Lyndeborough,564,541
New-Hampshire,Madbury,824,454
New-Hampshire,Madison,926,760
New-Hampshire,Manchester,"29,464","22,127"
New-Hampshire,Marlborough,806,441
New-Hampshire,Marlow,277,207
New-Hampshire,Mason,380,535
New-Hampshire,Meredith,"2,139","2,208"
New-Hampshire,Merrimack,"8,725","7,669"
New-Hampshire,Middleton,378,643
New-Hampshire,Milan,345,437
New-Hampshire,Milford,"4,644","4,123"
New-Hampshire,Millsfield,5,16
New-Hampshire,Milton,"1,015","1,476"
New-Hampshire,Monroe,227,309
New-Hampshire,Mont Vernon,"1,011",730
New-Hampshire,Moultonborough,"1,605","1,997"
New-Hampshire,Nashua,"26,770","17,806"
New-Hampshire,Nelson,275,164
New-Hampshire,New Boston,"1,826","2,036"
New-Hampshire,Newbury,905,726
New-Hampshire,New Castle,619,281
